"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87","Vote 88","Vote 89","Vote 90","Vote 91","Vote 92","Vote 93","Vote 94","Vote 95","Vote 96","Vote 97","Vote 98","Vote 99","Vote 100","Vote 101","Vote 102","Vote 103"
"CARTWRIGT (D OK-3)",1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,NA,1,1,0,0,0,0,1,0,1,NA,0,1,0,1,1,1,1,1,0,NA,NA,1,NA,NA,NA,0,0,NA,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,NA,0,0,1,0,1,1,0,1,0,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"MC (D OK-4)",NA,1,0,0,0,1,0,0,0,1,1,NA,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,NA,NA,NA,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,NA,1,0,1,0,1,1,1,NA,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0
"STONE (R OK-5)",1,1,1,1,1,0,1,1,NA,1,1,0,1,1,NA,NA,1,0,NA,NA,1,1,0,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,0,1,NA,0,0,1,0,1,0,1,1,1,1,0,NA,NA,1,1,1,1,1,NA,NA,1,1,1,0,0,NA,0,1,NA,NA,1,0,1,0,1,1,1,1,0,1,0,0,NA,NA
"JOHNSON (D OK-6)",1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,NA,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,NA,NA,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,NA,0,1,NA,1,1,1,1,0,1,1,NA,1,1,1,0,1,NA,0,0,0
"MC (D OK-7)",NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,1,1,0,NA,1,NA,1,0,0,0,0,0,1,NA,NA,NA,0,1,0,1,1,1,1,1,NA,NA,NA,NA,0,NA,NA,0,0,0,1,0,1,0,1,NA,1,0,0,0,0,NA,1,0,NA,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,NA,1,1,0,0,1,0,1,NA,NA,1,NA,1,1,1,1,1,1,0,1,1,NA,NA,NA
"GARBER (R OK-8)",1,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,1,0,1,0,NA,1,1,1,NA,NA,1,1,1,0,1,1,NA,1,1,0,1,1,1,0,1,0,NA,NA,NA,1,1,1,0,0,1,1,0,1,0,1,1,1,0,NA,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,NA,NA,1,NA,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,NA,NA
"HAWLEY (R OR-1)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,NA,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,1,1,1,0,0,1,NA,1,NA,0,0,NA,1,1,1,1,1,NA,1,0,1,1,1,1,NA,1,1,1,1,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,0,1,NA,0,0,0,1,0,1,1,1,1,1,NA,NA
"BUTLER (R OR-2)",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,NA,1,0,0,NA,1,1,NA,NA,1,1,NA,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,NA,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,NA
"KORELL (R OR-3)",1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,NA,1,0,0,1,1,1,0,1,1,1,NA,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,1,NA,0,1,NA,NA,NA,0,1,1,1,1,1,NA,1,NA,NA,0,1,NA,1,1,NA,1,1,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,NA,1,NA,1,1,0,0,NA,0,NA,1,NA,NA,NA,NA,NA
"BECK (R PA-1)",1,NA,1,1,NA,1,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,1,1,NA,0,NA,NA,0,1,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,NA,NA,1,NA,1,1,1,1,1,0,NA,0,NA,0,0,0,NA,0,NA,0,0,0,1,1,0,NA,NA,0,0,1,1,0,1,1,NA,NA
"GRAHAM (R PA-2)",1,NA,1,1,1,0,1,1,1,0,1,NA,1,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,1,0,1,1,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,1,1,1,0,NA,NA,1,1,NA,NA,1,NA,1,0,1,NA,1,1,0,1,1,1,1,1,0,0,0,0,0,0,NA,NA,0,NA,1,0,0,1,NA,0,NA,NA,0,0,NA,NA,0,1,NA,1,1
"RANSLEY (R PA-3)",1,1,1,1,1,0,1,1,NA,0,1,0,1,1,1,NA,NA,0,0,NA,1,NA,NA,NA,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,1,0,0,0,0,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,1,1,1,1,0,0,0,1,0,0,NA,1,0,NA,1,0,0,1,1,0,0,0,0,1,1,NA,0,0,1,NA,NA
"GOLDER (R PA-4)",1,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,0,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,NA,NA,1,NA,1,1,0,1,NA,0,0,NA,NA,0,0,NA,NA,0,NA,1,0,0,1,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA
"CONNOLLY (R PA-5)",1,1,1,1,1,0,1,1,1,0,1,NA,NA,NA,1,NA,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,0,NA,0,NA,NA,1,1,0,1,1,1,1,1,1,NA,0,1,NA,1,1,1,1,1,0,NA,NA,0,0,0,0,1,0,NA,1,0,0,1,1,0,0,0,1,1,NA,1,1,NA,NA,NA,NA
"WELSH (R PA-6)",1,1,1,1,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,NA,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,0,1,NA,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,0,0,0,0,1,0,NA,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,NA
"DARROW (R PA-7)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,NA,0,NA,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,1,1,0,0,1,0,NA,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1
"WOLFENDEN (R PA-8)",1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,NA,1,NA,0,NA,1,1,NA,NA,1,1,1,0,0,1,NA,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,NA,1,1,NA,NA,1,0,1,1,1
"WATSON (R PA-9)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,0,1,0,0,1,NA,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,0,0,1,1,1,1,0,1,NA,1,1,1,1,1,0,1,0,1,NA,NA,1,0,1,1,1,1,1,0,0,0,1,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,NA,NA,1,0,1,1,1,1,1,NA,NA
"GRIEST (R PA-10)",NA,NA,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KINZER (R PA-10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,NA,NA,NA,1,1,1,0,0,1,1,1,1,0,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
"WATRES (R PA-11)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,NA,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,1,1,1,NA,1,0,0,0,0,0,0,NA,1,0,1,0,0,0,1,1,1,NA,NA,1,0,1,1,1,1,1,NA,1
"CASEY (D PA-12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TURPIN (R PA-12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,0,NA,NA,1,NA,NA,NA,1,1,NA,0,0,1,NA,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,NA,1,0,1,1,1,1,NA,1,1,1,1,1,1,1,0,0,0,NA,NA,0,NA,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0
"BRUMM (R PA-13)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,NA,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,0,0,NA,0,0,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1
"ESTERLY (R PA-14)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,NA,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,0,0,0,1,0,0,1,0,0,1,0,0,NA,NA,1,1,1,1,1,1,1,NA,NA
"MC (R PA-15)",1,0,1,1,1,0,1,1,1,NA,NA,NA,1,1,NA,NA,1,0,0,1,1,NA,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,1,NA,1,NA,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,NA,0,0
"KIESS (R PA-16)",1,1,1,1,1,0,1,1,1,0,1,NA,1,NA,1,0,NA,0,0,1,NA,NA,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,1,1,1,NA,0,NA,NA,1,1,NA,NA,1,0,1,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RICH (R PA-16)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,NA,1,1,1,1,0
"MAGRADY (R PA-17)",1,1,1,1,1,0,1,1,1,0,1,1,1,1,NA,0,NA,NA,0,1,1,1,0,1,1,1,1,0,NA,1,NA,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,0,0,1,1,1,0,1,1,1,1,0,1,NA,1,1,0,1,1,1,1,NA,0,0,0,NA,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1
"BEERS (R PA-18)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,NA,NA,1,0,1,1,1,1,0,0,1,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,NA,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,NA,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1
"DOUTRICH (R PA-19)",1,1,NA,1,1,NA,1,1,1,0,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,0,1,1,1,1,0,0,1,NA,1,0,1,0,1,0,0,0,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,1,NA,1,1,0,NA,0,0,0,0,NA,NA,0,NA,1,0,0,1,1,0,0,0,1,1,NA,NA,NA,0,NA,NA,NA
"LEECH (R PA-20)",1,1,1,1,1,0,1,1,1,0,1,NA,1,1,NA,NA,NA,0,0,1,1,1,0,1,1,1,NA,NA,0,1,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,NA,1,1,0,1,1,1,NA,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,NA,0,1,0,1,1,1,0,1,1,1
"KURTZ (R PA-21)",NA,1,1,1,1,0,1,1,1,0,1,NA,1,NA,1,0,1,NA,0,NA,1,NA,NA,NA,1,1,1,0,0,1,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,0,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,0,0,0,0,0,0,NA,0,0,0,1,0,0,1,0,0,0,0,1,1,NA,NA,1,1,1,NA,NA
"MENGES (R PA-22)",1,1,1,1,1,0,1,1,1,0,1,1,NA,NA,NA,NA,NA,0,0,NA,1,1,0,1,1,1,NA,NA,0,NA,NA,1,0,0,1,1,0,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,0,1,1,1,1,0,1,NA,1,1,0,1,1,NA,1,0,1,1,1,1,0,1,1,1,1,1,0,NA,0,0,0,0,NA,0,0,NA,0,0,1,1,1,0,0,0,1,0,NA,NA,1,0,NA,1,NA
"CHASE (R PA-23)",1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,NA,1,NA,1,1,NA,1,1,0,NA,NA,0,0,0,NA,1,NA,NA,NA,NA,0,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA
"KENDALL (R PA-24)",1,1,1,1,1,0,1,1,1,0,1,NA,1,NA,1,0,1,0,NA,NA,NA,1,0,1,1,1,1,0,0,1,0,1,0,0,1,NA,NA,0,NA,0,NA,NA,NA,1,1,NA,0,0,NA,0,0,1,0,1,NA,0,NA,NA,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,NA,1,1,0,0,0,0,0,0,0,1,0,NA,1,0,0,NA,NA,0,0,0,1,1,1,1,1,1,1,NA,NA
"TEMPLE (R PA-25)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,NA,0,1,1,1,1,NA,NA,NA,NA,NA,1,1,0,NA,1,1,1,1,1,1,0,1,0,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
"SWICK (R PA-26)",1,1,NA,1,1,0,1,1,1,0,1,0,1,1,1,0,1,NA,0,1,NA,NA,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,NA,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0
"STRONG (R PA-27)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,1,NA,NA,NA,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,NA,1
"COCHRAN (R PA-28)",1,NA,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,NA,NA,NA,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,1,1,1,1,1,0,1,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"SHREVE (R PA-29)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,NA,1,1,0,1,1,1,1,0,0,NA,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,NA,1,0,NA,1,0,0,1,NA,0,0,0,1,1,1,1,1,1,1,NA,NA
"COYLE (R PA-30)",1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,0,1,0,0,1,1,1,NA,NA,1,1,1,0,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,NA,NA,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,0,0,1,0,NA,NA,1,NA,NA,NA,NA
"WYANT (R PA-31)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,NA,1,0,0,NA,1,1,NA,NA,1,1,1,0,0,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,0,1,1,1,NA,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,NA,1,NA,NA
"PORTER (R PA-32)",1,1,1,1,1,0,1,1,NA,0,1,NA,1,NA,NA,NA,1,NA,0,1,1,1,0,NA,1,1,NA,0,0,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERK (R PA-32)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,NA,NA,0,NA,1,0,0,1,NA,0,0,0,0,1,1,1,1,NA,1,0,0
"KELLY (R PA-33)",1,1,1,1,1,0,1,0,0,0,1,1,1,NA,NA,NA,NA,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,1,0,1,NA,1,1,NA,1,1,1,1,1,0,0,0,0,0,NA,0,1,0,NA,1,0,1,1,0,1,0,0,0,1,NA,1,1,1,1,NA,NA
"SULLIVAN (R PA-34)",1,NA,NA,1,1,0,1,1,1,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,0,1,NA,1,1,NA,NA,1,1,1,NA,0,NA,0,0,0,0,NA,NA,0,NA,1,0,0,1,1,0,0,0,1,1,NA,NA,0,NA,1,NA,NA
"ESTEP (R PA-35)",1,NA,1,1,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,1,0,1,1,1,1,0,0,1,NA,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,1,NA,1,1,1,1,1,1,1,1,0,0,NA,0,0,0,NA,NA,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1
"CAMPBELL (R PA-36)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,NA,0,1,NA,NA,1,1,1,0,1,1,1,1,NA,1,1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,1,0,NA,1,1,1,1,0,1,NA,1,0,1,NA,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,NA,1,1,1,1,NA
"BURDICK (R RI-1)",1,1,1,1,1,0,1,1,1,0,NA,0,1,1,1,NA,1,NA,NA,NA,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,0,1,1,1,1,NA,1,1,0,1,0,1,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,NA,NA,NA
"ALDRICH (R RI-2)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,NA,NA,0,NA,NA,1,1,0,1,1,1,1,0,1,0,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,NA,0,1,0,1,0,NA,0,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,NA,NA,1,NA,1,1,1,1,NA,0,NA,0,1,0,0,NA,1,NA,NA,1,0,0,1,1,0,0,0,0,0,1,1,0,NA,NA,1,1
"O'CONNELL (D RI-3)",NA,0,1,0,0,1,1,0,0,0,1,0,1,NA,1,0,0,0,0,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CONDON (D RI-3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,NA,0,1,1,1,0,1,1,0,0,0,0,0,0
